date,reef,site,site_ID,depth (m),transect,observer,image,species,intercept_1 (cm),intercept_2,intercept_3,intercept_4,intercept_5,intercept_6,intercept_7,intercept_8,intercept_9,intercept_10,intercept_11,n,total_cm,cover
11/09/2013,Jess Reef,Jess Reef site 2,1544_2,2,2,AHB,,Favites halicora,8,,,,,,,,,,,1,8,0.8
11/09/2013,Jess Reef,Jess Reef site 2,1544_2,2,2,AHB,,Galaxea fascicularis,9,8,,,,,,,,,,2,17,1.7
11/09/2013,Jess Reef,Jess Reef site 2,1544_2,2,2,AHB,,Lithophyllon repanda,12,,,,,,,,,,,1,12,1.2
11/09/2013,Jess Reef,Jess Reef site 2,1544_2,2,2,AHB,,Porites massive,16,87,,,,,,,,,,2,103,10.3
11/09/2013,Jess Reef,Jess Reef site 2,1544_2,2,2,AHB,,Stylophora pistillata,10,,,,,,,,,,,1,10,1
11/09/2013,Jess Reef,Jess Reef site 2,1544_2,2,3,AHB,,Acropora digitifera,26,,,,,,,,,,,1,26,2.6
11/09/2013,Jess Reef,Jess Reef site 2,1544_2,2,3,AHB,,Acropora nasuta,11,,,,,,,,,,,1,11,1.1
11/09/2013,Jess Reef,Jess Reef site 2,1544_2,2,3,AHB,,Acropora sarmentosa,17,,,,,,,,,,,1,17,1.7
11/09/2013,Jess Reef,Jess Reef site 2,1544_2,2,3,AHB,,Goniastrea pectinata,14,,,,,,,,,,,1,14,1.4
11/09/2013,Jess Reef,Jess Reef site 2,1544_2,2,3,AHB,8125,Montipora grisea,10,,,,,,,,,,,1,10,1
11/09/2013,Jess Reef,Jess Reef site 2,1544_2,2,3,AHB,,Oxypora lacera,8,,,,,,,,,,,1,8,0.8
11/09/2013,Jess Reef,Jess Reef site 2,1544_2,2,3,AHB,,Pocillopora damicornis,13,12,16,,,,,,,,,3,41,4.1
11/09/2013,Jess Reef,Jess Reef site 2,1544_2,2,3,AHB,,Porites massive,21,10,35,60,70,,,,,,,5,196,19.6
11/09/2013,Jess Reef,Jess Reef site 2,1544_2,2,3,AHB,,Stylophora pistillata,16,,,,,,,,,,,1,16,1.6
11/09/2013,Jess Reef,Jess Reef site 2,1544_2,2,4,AHB,,Acropora cerealis,14,,,,,,,,,,,1,14,1.4
11/09/2013,Jess Reef,Jess Reef site 2,1544_2,2,4,AHB,,Acropora hyacinthus,35,,,,,,,,,,,1,35,3.5
11/09/2013,Jess Reef,Jess Reef site 2,1544_2,2,4,AHB,,Acropora nasuta,35,,,,,,,,,,,1,35,3.5
11/09/2013,Jess Reef,Jess Reef site 2,1544_2,2,4,AHB,,Acropora sarmentosa,16,,,,,,,,,,,1,16,1.6
11/09/2013,Jess Reef,Jess Reef site 2,1544_2,2,4,AHB,,Acropora tenuis,40,,,,,,,,,,,1,40,4
11/09/2013,Jess Reef,Jess Reef site 2,1544_2,2,4,AHB,,Galaxea fascicularis,8,,,,,,,,,,,1,8,0.8
11/09/2013,Jess Reef,Jess Reef site 2,1544_2,2,4,AHB,,Pocillopora damicornis,18,,,,,,,,,,,1,18,1.8
11/09/2013,Jess Reef,Jess Reef site 2,1544_2,2,4,AHB,,Porites massive,31,5,15,,,,,,,,,3,51,5.1
11/09/2013,Jess Reef,Jess Reef site 2,1544_2,2,4,AHB,,Stylophora pistillata,20,,,,,,,,,,,1,20,2
12/09/2013,Morning Reef,Morning Reef site 1,1595_1,2,1,AHB,,Acropora abrotanoides,16,,,,,,,,,,,1,16,1.6
12/09/2013,Morning Reef,Morning Reef site 1,1595_1,2,1,AHB,,baeodactyla,22,15,,,,,,,,,,2,37,3.7
12/09/2013,Morning Reef,Morning Reef site 1,1595_1,2,1,AHB,,Acropora hyacinthus,55,6,13,,,,,,,,,3,74,7.4
12/09/2013,Morning Reef,Morning Reef site 1,1595_1,2,1,AHB,,Acropora otteri,10,12,,,,,,,,,,2,22,2.2
12/09/2013,Morning Reef,Morning Reef site 1,1595_1,2,1,AHB,,Isopora palifera,7,15,7,,,,,,,,,3,29,2.9
12/09/2013,Morning Reef,Morning Reef site 1,1595_1,2,1,AHB,8163,Platygyra sinensis,8,,,,,,,,,,,1,8,0.8
12/09/2013,Morning Reef,Morning Reef site 1,1595_1,2,1,AHB,,Pocillopora damicornis,6,,,,,,,,,,,1,6,0.6
12/09/2013,Morning Reef,Morning Reef site 1,1595_1,2,1,AHB,,Pocillopora eydouxi,22,,,,,,,,,,,1,22,2.2
12/09/2013,Morning Reef,Morning Reef site 1,1595_1,2,1,AHB,,Pocillopora meandrina,12,,,,,,,,,,,1,12,1.2
12/09/2013,Morning Reef,Morning Reef site 1,1595_1,2,1,AHB,,Stylophora pistillata,5,,,,,,,,,,,1,5,0.5
12/09/2013,Morning Reef,Morning Reef site 1,1595_1,2,2,AHB,,Acropora abrotanoides,140,,,,,,,,,,,1,140,14
12/09/2013,Morning Reef,Morning Reef site 1,1595_1,2,2,AHB,,Acropora hyacinthus,12,,,,,,,,,,,1,12,1.2
12/09/2013,Morning Reef,Morning Reef site 1,1595_1,2,2,AHB,,Acropora otteri,24,,,,,,,,,,,1,24,2.4
12/09/2013,Morning Reef,Morning Reef site 1,1595_1,2,2,AHB,,Acropora secale,11,,,,,,,,,,,1,11,1.1
12/09/2013,Morning Reef,Morning Reef site 1,1595_1,2,2,AHB,,Acropora valida,13,,,,,,,,,,,1,13,1.3
12/09/2013,Morning Reef,Morning Reef site 1,1595_1,2,2,AHB,,Isopora palifera,14,21,,,,,,,,,,2,35,3.5
12/09/2013,Morning Reef,Morning Reef site 1,1595_1,2,2,AHB,,Pocillopora damicornis,8,,,,,,,,,,,1,8,0.8
12/09/2013,Morning Reef,Morning Reef site 1,1595_1,2,2,AHB,,Pocillopora eydouxi,31,,,,,,,,,,,1,31,3.1
12/09/2013,Morning Reef,Morning Reef site 1,1595_1,2,2,AHB,,Pocillopora verrucosa,10,8,22,,,,,,,,,3,40,4
12/09/2013,Morning Reef,Morning Reef site 1,1595_1,2,2,AHB,,Porites massive,15,,,,,,,,,,,1,15,1.5
12/09/2013,Morning Reef,Morning Reef site 1,1595_1,2,3,AHB,,Acropora cytherea,60,,,,,,,,,,,1,60,6
12/09/2013,Morning Reef,Morning Reef site 1,1595_1,2,3,AHB,,Acropora gemmifera,22,18,,,,,,,,,,2,40,4
12/09/2013,Morning Reef,Morning Reef site 1,1595_1,2,3,AHB,,Acropora otteri,12,,,,,,,,,,,1,12,1.2
12/09/2013,Morning Reef,Morning Reef site 1,1595_1,2,3,AHB,,Acropora nana,9,,,,,,,,,,,1,9,0.9
12/09/2013,Morning Reef,Morning Reef site 1,1595_1,2,3,AHB,,Acropora nasuta,9,,,,,,,,,,,1,9,0.9
12/09/2013,Morning Reef,Morning Reef site 1,1595_1,2,3,AHB,,Echinopora lamellosa,20,,,,,,,,,,,1,20,2
12/09/2013,Morning Reef,Morning Reef site 1,1595_1,2,3,AHB,,Galaxea fascicularis,8,,,,,,,,,,,1,8,0.8
12/09/2013,Morning Reef,Morning Reef site 1,1595_1,2,3,AHB,,Goniastrea retiformis,13,,,,,,,,,,,1,13,1.3
12/09/2013,Morning Reef,Morning Reef site 1,1595_1,2,3,AHB,,Isopora palifera,12,,,,,,,,,,,1,12,1.2
12/09/2013,Morning Reef,Morning Reef site 1,1595_1,2,3,AHB,,Lobophyllia radians,10,,,,,,,,,,,1,10,1
12/09/2013,Morning Reef,Morning Reef site 1,1595_1,2,3,AHB,,Montipora caliculata,8,,,,,,,,,,,1,8,0.8
12/09/2013,Morning Reef,Morning Reef site 1,1595_1,2,3,AHB,,Pocillopora meandrina,20,18,7,,,,,,,,,3,45,4.5
12/09/2013,Morning Reef,Morning Reef site 1,1595_1,2,3,AHB,,Pocillopora verrucosa,20,,,,,,,,,,,1,20,2
12/09/2013,Morning Reef,Morning Reef site 1,1595_1,2,4,AHB,,baeodactyla,8,15,,,,,,,,,,2,23,2.3
12/09/2013,Morning Reef,Morning Reef site 1,1595_1,2,4,AHB,,Acropora hyacinthus,10,,,,,,,,,,,1,10,1
12/09/2013,Morning Reef,Morning Reef site 1,1595_1,2,4,AHB,,Acropora otteri,13,,,,,,,,,,,1,13,1.3
12/09/2013,Morning Reef,Morning Reef site 1,1595_1,2,4,AHB,,Acropora nasuta,20,,,,,,,,,,,1,20,2
12/09/2013,Morning Reef,Morning Reef site 1,1595_1,2,4,AHB,,Favites magnistellata,11,,,,,,,,,,,1,11,1.1
12/09/2013,Morning Reef,Morning Reef site 1,1595_1,2,4,AHB,,Goniastrea retiformis,23,,,,,,,,,,,1,23,2.3
12/09/2013,Morning Reef,Morning Reef site 1,1595_1,2,4,AHB,,Goniastrea stelligera,17,41,,,,,,,,,,2,58,5.8
12/09/2013,Morning Reef,Morning Reef site 1,1595_1,2,4,AHB,,Lobophyllia radians,12,,,,,,,,,,,1,12,1.2
12/09/2013,Morning Reef,Morning Reef site 1,1595_1,2,4,AHB,,Pocillopora damicornis,8,21,13,,,,,,,,,3,42,4.2
12/09/2013,Morning Reef,Morning Reef site 1,1595_1,2,4,AHB,,Pocillopora meandrina,27,,,,,,,,,,,1,27,2.7
12/09/2013,Morning Reef,Morning Reef site 2,1595_2,2,1,AHB,,baeodactyla,22,7,,,,,,,,,,2,29,2.9
12/09/2013,Morning Reef,Morning Reef site 2,1595_2,2,1,AHB,,Acropora gemmifera,14,7,,,,,,,,,,2,21,2.1
12/09/2013,Morning Reef,Morning Reef site 2,1595_2,2,1,AHB,,Acropora hyacinthus,31,42,10,19,,,,,,,,4,102,10.2
12/09/2013,Morning Reef,Morning Reef site 2,1595_2,2,1,AHB,,Acropora nana,5,,,,,,,,,,,1,5,0.5
12/09/2013,Morning Reef,Morning Reef site 2,1595_2,2,1,AHB,,Acropora robusta,35,,,,,,,,,,,1,35,3.5
12/09/2013,Morning Reef,Morning Reef site 2,1595_2,2,1,AHB,,Acropora valida,10,14,,,,,,,,,,2,24,2.4
12/09/2013,Morning Reef,Morning Reef site 2,1595_2,2,1,AHB,8200,Montipora caliculata,13,,,,,,,,,,,1,13,1.3
12/09/2013,Morning Reef,Morning Reef site 2,1595_2,2,1,AHB,,Pocillopora damicornis,16,19,11,13,7,12,6,6,15,,,9,105,10.5
12/09/2013,Morning Reef,Morning Reef site 2,1595_2,2,2,AHB,,Acropora gemmifera,8,,,,,,,,,,,1,8,0.8
12/09/2013,Morning Reef,Morning Reef site 2,1595_2,2,2,AHB,,Acropora humilis,8,11,,,,,,,,,,2,19,1.9
12/09/2013,Morning Reef,Morning Reef site 2,1595_2,2,2,AHB,,Acropora listeri,10,,,,,,,,,,,1,10,1
12/09/2013,Morning Reef,Morning Reef site 2,1595_2,2,2,AHB,,Acropora nana,11,5,,,,,,,,,,2,16,1.6
12/09/2013,Morning Reef,Morning Reef site 2,1595_2,2,2,AHB,,Acropora valida,13,,,,,,,,,,,1,13,1.3
12/09/2013,Morning Reef,Morning Reef site 2,1595_2,2,2,AHB,,Isopora palifera,13,8,,,,,,,,,,2,21,2.1
12/09/2013,Morning Reef,Morning Reef site 2,1595_2,2,2,AHB,,Montipora caliculata,11,25,,,,,,,,,,2,36,3.6
12/09/2013,Morning Reef,Morning Reef site 2,1595_2,2,2,AHB,,Pocillopora damicornis,10,,,,,,,,,,,1,10,1
12/09/2013,Morning Reef,Morning Reef site 2,1595_2,2,2,AHB,,Pocillopora meandrina,10,,,,,,,,,,,1,10,1
12/09/2013,Morning Reef,Morning Reef site 2,1595_2,2,3,AHB,,Acanthastrea echinata,12,,,,,,,,,,,1,12,1.2
12/09/2013,Morning Reef,Morning Reef site 2,1595_2,2,3,AHB,,Acropora digitifera,12,,,,,,,,,,,1,12,1.2
12/09/2013,Morning Reef,Morning Reef site 2,1595_2,2,3,AHB,,Acropora gemmifera,22,,,,,,,,,,,1,22,2.2
12/09/2013,Morning Reef,Morning Reef site 2,1595_2,2,3,AHB,,Acropora hyacinthus,8,,,,,,,,,,,1,8,0.8
12/09/2013,Morning Reef,Morning Reef site 2,1595_2,2,3,AHB,,Acropora listeri,21,,,,,,,,,,,1,21,2.1
12/09/2013,Morning Reef,Morning Reef site 2,1595_2,2,3,AHB,,Acropora nana,5,7,,,,,,,,,,2,12,1.2
12/09/2013,Morning Reef,Morning Reef site 2,1595_2,2,3,AHB,,Acropora robusta,25,,,,,,,,,,,1,25,2.5
12/09/2013,Morning Reef,Morning Reef site 2,1595_2,2,3,AHB,,Acropora valida,9,,,,,,,,,,,1,9,0.9
12/09/2013,Morning Reef,Morning Reef site 2,1595_2,2,3,AHB,,Hydnophora exesa,10,,,,,,,,,,,1,10,1
12/09/2013,Morning Reef,Morning Reef site 2,1595_2,2,3,AHB,,Isopora palifera,4,,,,,,,,,,,1,4,0.4
12/09/2013,Morning Reef,Morning Reef site 2,1595_2,2,3,AHB,,Pocillopora damicornis,16,8,11,8,,,,,,,,4,43,4.3
12/09/2013,Morning Reef,Morning Reef site 2,1595_2,2,3,AHB,,Pocillopora meandrina,11,,,,,,,,,,,1,11,1.1
12/09/2013,Morning Reef,Morning Reef site 2,1595_2,2,3,AHB,,Pocillopora verrucosa,6,8,,,,,,,,,,2,14,1.4
12/09/2013,Morning Reef,Morning Reef site 2,1595_2,2,3,AHB,,Porites murrayensis,9,10,,,,,,,,,,2,19,1.9
12/09/2013,Morning Reef,Morning Reef site 2,1595_2,2,4,AHB,,baeodactyla,13,,,,,,,,,,,1,13,1.3
12/09/2013,Morning Reef,Morning Reef site 2,1595_2,2,4,AHB,,Acropora gemmifera,14,,,,,,,,,,,1,14,1.4
12/09/2013,Morning Reef,Morning Reef site 2,1595_2,2,4,AHB,,Acropora hyacinthus,6,9,20,14,24,14,,,,,,6,87,8.7
12/09/2013,Morning Reef,Morning Reef site 2,1595_2,2,4,AHB,,Acropora nasuta,11,,,,,,,,,,,1,11,1.1
12/09/2013,Morning Reef,Morning Reef site 2,1595_2,2,4,AHB,,Acropora secale,32,,,,,,,,,,,1,32,3.2
12/09/2013,Morning Reef,Morning Reef site 2,1595_2,2,4,AHB,,Acropora valida,25,10,12,15,14,,,,,,,5,76,7.6
12/09/2013,Morning Reef,Morning Reef site 2,1595_2,2,4,AHB,,Isopora palifera,8,20,,,,,,,,,,2,28,2.8
12/09/2013,Morning Reef,Morning Reef site 2,1595_2,2,4,AHB,,Montipora foveolata,6,,,,,,,,,,,1,6,0.6
12/09/2013,Morning Reef,Morning Reef site 2,1595_2,2,4,AHB,,Pocillopora damicornis,10,8,8,,,,,,,,,3,26,2.6
13/09/2013,Michaelmas Reef,Michaelmas Reef site 1,1655_1,2,1,AHB,,Acanthastrea echinata,15,,,,,,,,,,,1,15,1.5
13/09/2013,Michaelmas Reef,Michaelmas Reef site 1,1655_1,2,1,AHB,,Acropora hyacinthus,10,8,6,,,,,,,,,3,24,2.4
13/09/2013,Michaelmas Reef,Michaelmas Reef site 1,1655_1,2,1,AHB,,Acropora monticulosa,75,,,,,,,,,,,1,75,7.5
13/09/2013,Michaelmas Reef,Michaelmas Reef site 1,1655_1,2,1,AHB,,Acropora nana,9,,,,,,,,,,,1,9,0.9
13/09/2013,Michaelmas Reef,Michaelmas Reef site 1,1655_1,2,1,AHB,,Acropora nasuta,8,8,,,,,,,,,,2,16,1.6
13/09/2013,Michaelmas Reef,Michaelmas Reef site 1,1655_1,2,1,AHB,,Acropora robusta,13,,,,,,,,,,,1,13,1.3
13/09/2013,Michaelmas Reef,Michaelmas Reef site 1,1655_1,2,1,AHB,,Favites halicora,6,,,,,,,,,,,1,6,0.6
13/09/2013,Michaelmas Reef,Michaelmas Reef site 1,1655_1,2,1,AHB,,Goniastrea retiformis,14,,,,,,,,,,,1,14,1.4
13/09/2013,Michaelmas Reef,Michaelmas Reef site 1,1655_1,2,1,AHB,,Hydnophora microconos,11,,,,,,,,,,,1,11,1.1
13/09/2013,Michaelmas Reef,Michaelmas Reef site 1,1655_1,2,1,AHB,,Isopora palifera,7,10,16,8,13,10,15,,,,,7,79,7.9
13/09/2013,Michaelmas Reef,Michaelmas Reef site 1,1655_1,2,1,AHB,,Pocillopora eydouxi,14,,,,,,,,,,,1,14,1.4
13/09/2013,Michaelmas Reef,Michaelmas Reef site 1,1655_1,2,1,AHB,,Pocillopora verrucosa,20,,,,,,,,,,,1,20,2
13/09/2013,Michaelmas Reef,Michaelmas Reef site 1,1655_1,2,2,AHB,,Acropora hyacinthus,8,,,,,,,,,,,1,8,0.8
13/09/2013,Michaelmas Reef,Michaelmas Reef site 1,1655_1,2,2,AHB,,Acropora otteri,8,,,,,,,,,,,1,8,0.8
13/09/2013,Michaelmas Reef,Michaelmas Reef site 1,1655_1,2,2,AHB,,Acropora nasuta,8,,,,,,,,,,,1,8,0.8
13/09/2013,Michaelmas Reef,Michaelmas Reef site 1,1655_1,2,2,AHB,,Acropora robusta,45,,,,,,,,,,,1,45,4.5
13/09/2013,Michaelmas Reef,Michaelmas Reef site 1,1655_1,2,2,AHB,,Acropora valida,10,,,,,,,,,,,1,10,1
13/09/2013,Michaelmas Reef,Michaelmas Reef site 1,1655_1,2,2,AHB,,Echinopora gemmacea,30,,,,,,,,,,,1,30,3
13/09/2013,Michaelmas Reef,Michaelmas Reef site 1,1655_1,2,2,AHB,,Isopora palifera,12,22,,,,,,,,,,2,34,3.4
13/09/2013,Michaelmas Reef,Michaelmas Reef site 1,1655_1,2,2,AHB,8283,Montipora peltiformis,12,,,,,,,,,,,1,12,1.2
13/09/2013,Michaelmas Reef,Michaelmas Reef site 1,1655_1,2,2,AHB,,Pocillopora meandrina,20,,,,,,,,,,,1,20,2
13/09/2013,Michaelmas Reef,Michaelmas Reef site 1,1655_1,2,3,AHB,,Acropora austera,14,,,,,,,,,,,1,14,1.4
13/09/2013,Michaelmas Reef,Michaelmas Reef site 1,1655_1,2,3,AHB,,Acropora digitifera,8,,,,,,,,,,,1,8,0.8
13/09/2013,Michaelmas Reef,Michaelmas Reef site 1,1655_1,2,3,AHB,,baeodactyla,10,,,,,,,,,,,1,10,1
13/09/2013,Michaelmas Reef,Michaelmas Reef site 1,1655_1,2,3,AHB,,Acropora otteri,13,3,,,,,,,,,,2,16,1.6
13/09/2013,Michaelmas Reef,Michaelmas Reef site 1,1655_1,2,3,AHB,,Acropora valida,10,,,,,,,,,,,1,10,1
13/09/2013,Michaelmas Reef,Michaelmas Reef site 1,1655_1,2,3,AHB,,Acropora verweyi,12,,,,,,,,,,,1,12,1.2
13/09/2013,Michaelmas Reef,Michaelmas Reef site 1,1655_1,2,3,AHB,,Goniastrea retiformis,8,,,,,,,,,,,1,8,0.8
13/09/2013,Michaelmas Reef,Michaelmas Reef site 1,1655_1,2,3,AHB,,Isopora palifera,10,8,,,,,,,,,,2,18,1.8
13/09/2013,Michaelmas Reef,Michaelmas Reef site 1,1655_1,2,3,AHB,8284,Montipora efflorescens,13,,,,,,,,,,,1,13,1.3
13/09/2013,Michaelmas Reef,Michaelmas Reef site 1,1655_1,2,3,AHB,,Pocillopora damicornis,9,13,,,,,,,,,,2,22,2.2
13/09/2013,Michaelmas Reef,Michaelmas Reef site 1,1655_1,2,3,AHB,,Pocillopora eydouxi,25,,,,,,,,,,,1,25,2.5
13/09/2013,Michaelmas Reef,Michaelmas Reef site 1,1655_1,2,3,AHB,,Pocillopora verrucosa,11,,,,,,,,,,,1,11,1.1
13/09/2013,Michaelmas Reef,Michaelmas Reef site 1,1655_1,2,3,AHB,,Porites murrayensis,10,,,,,,,,,,,1,10,1
13/09/2013,Michaelmas Reef,Michaelmas Reef site 1,1655_1,2,4,AHB,,Acanthastrea echinata,15,,,,,,,,,,,1,15,1.5
13/09/2013,Michaelmas Reef,Michaelmas Reef site 1,1655_1,2,4,AHB,,Acropora otteri,10,,,,,,,,,,,1,10,1
13/09/2013,Michaelmas Reef,Michaelmas Reef site 1,1655_1,2,4,AHB,,Acropora microclados,11,,,,,,,,,,,1,11,1.1
13/09/2013,Michaelmas Reef,Michaelmas Reef site 1,1655_1,2,4,AHB,,Acropora monticulosa,82,,,,,,,,,,,1,82,8.2
13/09/2013,Michaelmas Reef,Michaelmas Reef site 1,1655_1,2,4,AHB,,Acropora nana,10,15,,,,,,,,,,2,25,2.5
13/09/2013,Michaelmas Reef,Michaelmas Reef site 1,1655_1,2,4,AHB,8286,Coscinaraea columna,35,,,,,,,,,,,1,35,3.5
13/09/2013,Michaelmas Reef,Michaelmas Reef site 1,1655_1,2,4,AHB,,Echinopora gemmacea,17,,,,,,,,,,,1,17,1.7
13/09/2013,Michaelmas Reef,Michaelmas Reef site 1,1655_1,2,4,AHB,,Isopora palifera,14,10,16,,,,,,,,,3,40,4
13/09/2013,Michaelmas Reef,Michaelmas Reef site 1,1655_1,2,4,AHB,,Lobophyllia radians,10,,,,,,,,,,,1,10,1
13/09/2013,Michaelmas Reef,Michaelmas Reef site 1,1655_1,2,4,AHB,8287,Montipora caliculata,5,,,,,,,,,,,1,5,0.5
13/09/2013,Michaelmas Reef,Michaelmas Reef site 1,1655_1,2,4,AHB,,Platygyra sinensis,11,,,,,,,,,,,1,11,1.1
13/09/2013,Michaelmas Reef,Michaelmas Reef site 1,1655_1,2,4,AHB,,Pocillopora damicornis,8,,,,,,,,,,,1,8,0.8
13/09/2013,Michaelmas Reef,Michaelmas Reef site 1,1655_1,2,4,AHB,,Stylophora pistillata,11,,,,,,,,,,,1,11,1.1
14/09/2013,Peart Reef,Peart Reef site 1,1746_1,2,1,AHB,,Acropora cerealis,10,,,,,,,,,,,1,10,1
14/09/2013,Peart Reef,Peart Reef site 1,1746_1,2,1,AHB,,Acropora humilis,7,,,,,,,,,,,1,7,0.7
14/09/2013,Peart Reef,Peart Reef site 1,1746_1,2,1,AHB,,Acropora hyacinthus,22,14,10,22,11,,,,,,,5,79,7.9
14/09/2013,Peart Reef,Peart Reef site 1,1746_1,2,1,AHB,,Acropora intermedia,16,,,,,,,,,,,1,16,1.6
14/09/2013,Peart Reef,Peart Reef site 1,1746_1,2,1,AHB,,Acropora yongei,21,15,,,,,,,,,,2,36,3.6
14/09/2013,Peart Reef,Peart Reef site 1,1746_1,2,1,AHB,,Astrea curta,6,,,,,,,,,,,1,6,0.6
14/09/2013,Peart Reef,Peart Reef site 1,1746_1,2,1,AHB,8390,Cyphastrea microphthalma,10,14,,,,,,,,,,2,24,2.4
14/09/2013,Peart Reef,Peart Reef site 1,1746_1,2,1,AHB,,Dipsastreae lizardensis,8,,,,,,,,,,,1,8,0.8
14/09/2013,Peart Reef,Peart Reef site 1,1746_1,2,1,AHB,,Dipsastreae matthaii,12,,,,,,,,,,,1,12,1.2
14/09/2013,Peart Reef,Peart Reef site 1,1746_1,2,1,AHB,,Echinopora gemmacea,13,,,,,,,,,,,1,13,1.3
14/09/2013,Peart Reef,Peart Reef site 1,1746_1,2,1,AHB,,Favites halicora,9,,,,,,,,,,,1,9,0.9
14/09/2013,Peart Reef,Peart Reef site 1,1746_1,2,1,AHB,8388,Mycedium elephantotus,12,8,,,,,,,,,,2,20,2
14/09/2013,Peart Reef,Peart Reef site 1,1746_1,2,1,AHB,,Pocillopora verrucosa,10,,,,,,,,,,,1,10,1
14/09/2013,Peart Reef,Peart Reef site 1,1746_1,2,1,AHB,,Porites vaughani,9,,,,,,,,,,,1,9,0.9
14/09/2013,Peart Reef,Peart Reef site 1,1746_1,2,1,AHB,,Stylophora pistillata,11,,,,,,,,,,,1,11,1.1
14/09/2013,Peart Reef,Peart Reef site 1,1746_1,2,2,AHB,,Acropora hyacinthus,10,20,11,7,11,13,,,,,,6,72,7.2
14/09/2013,Peart Reef,Peart Reef site 1,1746_1,2,2,AHB,,Acropora listeri,26,,,,,,,,,,,1,26,2.6
14/09/2013,Peart Reef,Peart Reef site 1,1746_1,2,2,AHB,,Acropora muricata,35,,,,,,,,,,,1,35,3.5
14/09/2013,Peart Reef,Peart Reef site 1,1746_1,2,2,AHB,,Acropora nasuta,13,,,,,,,,,,,1,13,1.3
14/09/2013,Peart Reef,Peart Reef site 1,1746_1,2,2,AHB,,Acropora valida,12,,,,,,,,,,,1,12,1.2
14/09/2013,Peart Reef,Peart Reef site 1,1746_1,2,2,AHB,,Acropora yongei,61,,,,,,,,,,,1,61,6.1
14/09/2013,Peart Reef,Peart Reef site 1,1746_1,2,2,AHB,8393,Caulastrea furcata,25,,,,,,,,,,,1,25,2.5
14/09/2013,Peart Reef,Peart Reef site 1,1746_1,2,2,AHB,8394,Cyphastrea microphthalma,5,,,,,,,,,,,1,5,0.5
14/09/2013,Peart Reef,Peart Reef site 1,1746_1,2,2,AHB,,Echinopora gemmacea,11,20,,,,,,,,,,2,31,3.1
14/09/2013,Peart Reef,Peart Reef site 1,1746_1,2,2,AHB,,Favites halicora,6,,,,,,,,,,,1,6,0.6
14/09/2013,Peart Reef,Peart Reef site 1,1746_1,2,2,AHB,,Goniastrea pectinata,8,,,,,,,,,,,1,8,0.8
14/09/2013,Peart Reef,Peart Reef site 1,1746_1,2,2,AHB,,Montipora aequituberculata,10,,,,,,,,,,,1,10,1
14/09/2013,Peart Reef,Peart Reef site 1,1746_1,2,2,AHB,,Mycedium elephantotus,8,,,,,,,,,,,1,8,0.8
14/09/2013,Peart Reef,Peart Reef site 1,1746_1,2,2,AHB,,Platygyra daedalea,25,7,,,,,,,,,,2,32,3.2
14/09/2013,Peart Reef,Peart Reef site 1,1746_1,2,2,AHB,,Pleisastrea versipora,10,,,,,,,,,,,1,10,1
14/09/2013,Peart Reef,Peart Reef site 1,1746_1,2,2,AHB,,Porites annae,9,,,,,,,,,,,1,9,0.9
14/09/2013,Peart Reef,Peart Reef site 1,1746_1,2,2,AHB,,Seriatopora hystrix,5,8,18,10,16,,,,,,,5,57,5.7
14/09/2013,Peart Reef,Peart Reef site 1,1746_1,2,3,AHB,,Acropora austera,25,20,20,,,,,,,,,3,65,6.5
14/09/2013,Peart Reef,Peart Reef site 1,1746_1,2,3,AHB,,Acropora donei,35,,,,,,,,,,,1,35,3.5
14/09/2013,Peart Reef,Peart Reef site 1,1746_1,2,3,AHB,,Acropora hyacinthus,15,14,11,,,,,,,,,3,40,4
14/09/2013,Peart Reef,Peart Reef site 1,1746_1,2,3,AHB,,Acropora muricata,22,32,31,,,,,,,,,3,85,8.5
14/09/2013,Peart Reef,Peart Reef site 1,1746_1,2,3,AHB,,Acropora nasuta,12,,,,,,,,,,,1,12,1.2
14/09/2013,Peart Reef,Peart Reef site 1,1746_1,2,3,AHB,,Acropora yongei,22,16,,,,,,,,,,2,38,3.8
14/09/2013,Peart Reef,Peart Reef site 1,1746_1,2,3,AHB,,Echinopora gemmacea,12,,,,,,,,,,,1,12,1.2
14/09/2013,Peart Reef,Peart Reef site 1,1746_1,2,3,AHB,,Favites halicora,6,,,,,,,,,,,1,6,0.6
14/09/2013,Peart Reef,Peart Reef site 1,1746_1,2,3,AHB,,Galaxea fascicularis,15,6,,,,,,,,,,2,21,2.1
14/09/2013,Peart Reef,Peart Reef site 1,1746_1,2,3,AHB,,Hydnophora grandis,15,,,,,,,,,,,1,15,1.5
14/09/2013,Peart Reef,Peart Reef site 1,1746_1,2,3,AHB,,Pleuractis granulosa,13,22,,,,,,,,,,2,35,3.5
14/09/2013,Peart Reef,Peart Reef site 1,1746_1,2,3,AHB,,Pocillopora eydouxi,15,,,,,,,,,,,1,15,1.5
14/09/2013,Peart Reef,Peart Reef site 1,1746_1,2,3,AHB,,Porites annae,8,,,,,,,,,,,1,8,0.8
14/09/2013,Peart Reef,Peart Reef site 1,1746_1,2,3,AHB,,Seriatopora hystrix,31,5,16,,,,,,,,,3,52,5.2
14/09/2013,Peart Reef,Peart Reef site 1,1746_1,2,4,AHB,,Acropora abrotanoides,10,,,,,,,,,,,1,10,1
