colony_id,spp,species,year,area_cm2,surv
358,GR,Goniastrea retiformis,2009,890.0255198,1
358,GR,Goniastrea retiformis,2010,1062.387722,1
358,GR,Goniastrea retiformis,2011,1180.46192,1
358,GR,Goniastrea retiformis,2012,1221.908052,1
358,GR,Goniastrea retiformis,2013,1529.610209,1
358,GR,Goniastrea retiformis,2014,1732.323421,0
359,GR,Goniastrea retiformis,2009,202.9867377,1
359,GR,Goniastrea retiformis,2010,218.1147844,1
359,GR,Goniastrea retiformis,2011,199.0867515,1
359,GR,Goniastrea retiformis,2012,194.59271,1
359,GR,Goniastrea retiformis,2013,202.0441053,1
359,GR,Goniastrea retiformis,2014,197.9091498,0
360,GR,Goniastrea retiformis,2009,246.331943,1
360,GR,Goniastrea retiformis,2010,161.638127,1
360,GR,Goniastrea retiformis,2011,140.5593225,1
360,GR,Goniastrea retiformis,2012,131.2955746,1
360,GR,Goniastrea retiformis,2013,87.71332985,1
360,GR,Goniastrea retiformis,2014,107.8227864,0
361,GR,Goniastrea retiformis,2010,48.85268844,1
361,GR,Goniastrea retiformis,2011,73.53849756,1
361,GR,Goniastrea retiformis,2012,62.42144835,1
361,GR,Goniastrea retiformis,2013,66.39629684,1
361,GR,Goniastrea retiformis,2014,84.86427104,0
364,AN,Acropora nasuta,2011,36.43287856,0
365,AR,Acropora robusta,2010,4283.378078,1
365,AR,Acropora robusta,2011,3839.305818,1
365,AR,Acropora robusta,2012,3987.578643,1
365,AR,Acropora robusta,2013,3835.127026,1
365,AR,Acropora robusta,2014,3940.421729,0
366,AI,Acropora intermedia,2012,45.71652111,0
367,AH,Acropora hyacinthus,2012,2284.053972,1
367,AH,Acropora hyacinthus,2013,2362.68751,1
367,AH,Acropora hyacinthus,2014,3188.418798,0
368,AS,Acropora humilis,2012,130.3951208,1
368,AS,Acropora humilis,2013,86.58188929,1
368,AS,Acropora humilis,2014,138.8424927,0
369,AH,Acropora hyacinthus,2012,1632.37416,1
369,AH,Acropora hyacinthus,2013,1687.953894,1
369,AH,Acropora hyacinthus,2014,190.4970152,0
370,AS,Acropora humilis,2012,176.6870272,1
370,AS,Acropora humilis,2013,196.7854754,1
370,AS,Acropora humilis,2014,214.8223685,0
371,AR,Acropora robusta,2012,187.6216753,1
371,AR,Acropora robusta,2013,232.8140377,1
371,AR,Acropora robusta,2014,279.1225498,0
372,AH,Acropora hyacinthus,2012,1410.642923,0
373,AS,Acropora humilis,2012,74.2353753,1
373,AS,Acropora humilis,2013,131.5968596,1
373,AS,Acropora humilis,2014,227.8108162,0
374,AH,Acropora hyacinthus,2012,3448.135248,1
374,AH,Acropora hyacinthus,2013,3720.030248,0
375,AS,Acropora humilis,2012,156.5948833,1
375,AS,Acropora humilis,2013,151.2009106,1
375,AS,Acropora humilis,2014,139.4442758,1
375,AS,Acropora humilis,2015,127.1745433,NA
376,AS,Acropora humilis,2012,78.52560721,1
376,AS,Acropora humilis,2013,102.2602053,1
376,AS,Acropora humilis,2014,110.3827935,0
377,AH,Acropora hyacinthus,2012,147.3191642,1
377,AH,Acropora hyacinthus,2013,391.9631653,1
377,AH,Acropora hyacinthus,2014,748.7731246,0
378,AS,Acropora humilis,2012,100.617466,1
378,AS,Acropora humilis,2013,84.9568958,1
378,AS,Acropora humilis,2014,119.0040958,0
379,AH,Acropora hyacinthus,2012,5185.34127,1
379,AH,Acropora hyacinthus,2013,5068.435918,1
379,AH,Acropora hyacinthus,2014,4933.266043,0
380,AH,Acropora hyacinthus,2012,472.5453409,1
380,AH,Acropora hyacinthus,2013,454.8493692,1
380,AH,Acropora hyacinthus,2014,242.2117379,0
381,AR,Acropora robusta,2012,361.0863517,1
381,AR,Acropora robusta,2013,358.7378387,1
381,AR,Acropora robusta,2014,371.8285763,0
382,AH,Acropora hyacinthus,2012,92.68569228,1
382,AH,Acropora hyacinthus,2013,258.1614401,1
382,AH,Acropora hyacinthus,2014,60.98962719,0
383,AH,Acropora hyacinthus,2012,6235.246007,1
383,AH,Acropora hyacinthus,2013,7717.633429,1
383,AH,Acropora hyacinthus,2014,8046.744834,0
384,AL,Acropora spathulata,2012,474.2985689,1
384,AL,Acropora spathulata,2013,499.2610297,1
384,AL,Acropora spathulata,2014,157.1946503,0
385,AD,Acropora cf. digitifera,2012,460.460341,1
385,AD,Acropora cf. digitifera,2013,428.3171882,1
385,AD,Acropora cf. digitifera,2014,439.1347558,0
386,AS,Acropora humilis,2012,98.17918868,1
386,AS,Acropora humilis,2013,100.1954235,1
386,AS,Acropora humilis,2014,109.3955797,0
387,AH,Acropora hyacinthus,2012,730.0604953,1
387,AH,Acropora hyacinthus,2013,733.7948743,1
387,AH,Acropora hyacinthus,2014,556.9104524,0
388,AD,Acropora cf. digitifera,2012,388.7004885,1
388,AD,Acropora cf. digitifera,2013,440.7211867,1
388,AD,Acropora cf. digitifera,2014,437.1585296,0
389,AD,Acropora cf. digitifera,2012,313.6644785,1
389,AD,Acropora cf. digitifera,2013,306.1589988,1
389,AD,Acropora cf. digitifera,2014,296.4733687,0
390,AL,Acropora spathulata,2012,1198.562349,1
390,AL,Acropora spathulata,2013,1347.606329,1
390,AL,Acropora spathulata,2014,1525.55723,0
391,AS,Acropora humilis,2012,199.1622513,1
391,AS,Acropora humilis,2013,160.3329241,1
391,AS,Acropora humilis,2014,160.9550965,0
392,AC,Acropora cytherea,2012,1889.14108,1
392,AC,Acropora cytherea,2013,1874.683999,1
392,AC,Acropora cytherea,2014,1713.878671,0
393,AS,Acropora humilis,2012,408.9473779,1
393,AS,Acropora humilis,2013,398.1559716,1
393,AS,Acropora humilis,2014,438.0787641,0
394,AC,Acropora cytherea,2012,4083.160816,1
394,AC,Acropora cytherea,2013,4240.651719,1
394,AC,Acropora cytherea,2014,1314.405873,0
395,AS,Acropora humilis,2012,55.95326925,1
395,AS,Acropora humilis,2013,94.54229934,1
395,AS,Acropora humilis,2014,109.1244597,0
396,AH,Acropora hyacinthus,2012,5443.504784,1
396,AH,Acropora hyacinthus,2013,6087.869789,1
396,AH,Acropora hyacinthus,2014,6496.544923,0
397,AN,Acropora nasuta,2012,436.47646,1
397,AN,Acropora nasuta,2013,372.9125877,1
397,AN,Acropora nasuta,2014,380.2749513,0
398,AS,Acropora humilis,2012,189.6654086,1
398,AS,Acropora humilis,2013,200.8705839,1
398,AS,Acropora humilis,2014,179.320665,0
399,AN,Acropora nasuta,2012,276.0779509,1
399,AN,Acropora nasuta,2013,351.2544724,1
399,AN,Acropora nasuta,2014,377.5023326,0
400,AS,Acropora humilis,2012,290.6030953,1
400,AS,Acropora humilis,2013,229.0448107,1
400,AS,Acropora humilis,2014,190.4443111,0
401,AD,Acropora cf. digitifera,2012,813.8129223,1
401,AD,Acropora cf. digitifera,2013,818.8509399,1
401,AD,Acropora cf. digitifera,2014,965.0641613,0
402,AS,Acropora humilis,2012,331.6701485,1
402,AS,Acropora humilis,2013,336.4250842,1
402,AS,Acropora humilis,2014,304.9649477,0
403,AN,Acropora nasuta,2012,2341.944052,1
403,AN,Acropora nasuta,2013,2251.536531,1
403,AN,Acropora nasuta,2014,460.8906642,0
404,AH,Acropora hyacinthus,2012,891.980496,1
404,AH,Acropora hyacinthus,2013,935.0301535,1
404,AH,Acropora hyacinthus,2014,1000.241471,0
405,AH,Acropora hyacinthus,2012,2809.270594,1
405,AH,Acropora hyacinthus,2013,3457.205712,1
405,AH,Acropora hyacinthus,2014,1888.769131,0
406,AS,Acropora humilis,2012,32.33979419,1
406,AS,Acropora humilis,2013,52.66100833,1
406,AS,Acropora humilis,2014,102.8361289,0
407,AC,Acropora cytherea,2012,488.090063,1
407,AC,Acropora cytherea,2013,785.9113531,1
407,AC,Acropora cytherea,2014,1074.061795,0
408,AH,Acropora hyacinthus,2012,671.5146433,0
409,AL,Acropora spathulata,2012,370.5824179,0
410,AL,Acropora spathulata,2012,1012.328737,1
410,AL,Acropora spathulata,2013,968.3795901,1
410,AL,Acropora spathulata,2014,853.1912209,0
411,AR,Acropora robusta,2012,722.3621241,1
411,AR,Acropora robusta,2013,421.5078097,0
412,AD,Acropora cf. digitifera,2012,1193.525552,1
412,AD,Acropora cf. digitifera,2013,1301.034716,1
412,AD,Acropora cf. digitifera,2014,1309.823512,0
413,AL,Acropora spathulata,2012,306.8392275,1
413,AL,Acropora spathulata,2013,231.1652105,1
413,AL,Acropora spathulata,2014,251.6522364,0
414,AN,Acropora nasuta,2012,394.8648458,1
414,AN,Acropora nasuta,2013,551.4254819,1
414,AN,Acropora nasuta,2014,738.3362564,0
415,AN,Acropora nasuta,2012,106.3071736,1
415,AN,Acropora nasuta,2013,212.8682396,1
415,AN,Acropora nasuta,2014,53.41517123,0
416,AC,Acropora cytherea,2012,5266.164608,1
416,AC,Acropora cytherea,2013,5609.580386,1
416,AC,Acropora cytherea,2014,7882.224459,0
417,AR,Acropora robusta,2013,355.3555417,1
417,AR,Acropora robusta,2014,376.5853362,0
418,AL,Acropora spathulata,2013,273.8762752,0
419,AC,Acropora cytherea,2013,2083.199183,1
419,AC,Acropora cytherea,2014,3191.082643,0
420,AR,Acropora robusta,2013,795.9912043,1
420,AR,Acropora robusta,2014,286.6437153,0
421,AL,Acropora spathulata,2013,413.2491377,1
421,AL,Acropora spathulata,2014,573.5077491,0
422,AS,Acropora humilis,2013,56.78600986,1
422,AS,Acropora humilis,2014,62.85970294,0
423,AL,Acropora spathulata,2014,281.9109787,0
424,AN,Acropora nasuta,2013,530.5060059,1
424,AN,Acropora nasuta,2014,369.7366819,0
425,AS,Acropora humilis,2013,217.7325719,1
425,AS,Acropora humilis,2014,225.2920058,0
426,AN,Acropora nasuta,2013,131.3572769,1
426,AN,Acropora nasuta,2014,232.6658041,0
427,AL,Acropora spathulata,2013,558.3876378,1
427,AL,Acropora spathulata,2014,607.9289919,0
428,AS,Acropora humilis,2013,295.0795896,1
428,AS,Acropora humilis,2014,439.6290075,0
429,AL,Acropora spathulata,2013,1036.578328,1
429,AL,Acropora spathulata,2014,1158.482715,0
430,AS,Acropora humilis,2013,157.3410127,1
430,AS,Acropora humilis,2014,184.0533569,0
431,AN,Acropora nasuta,2013,447.6298438,1
431,AN,Acropora nasuta,2014,391.3873865,0
432,AN,Acropora nasuta,2013,32.6844759,1
432,AN,Acropora nasuta,2014,19.71680523,0
433,AL,Acropora spathulata,2013,96.07129521,1
433,AL,Acropora spathulata,2014,179.8786755,0
434,AN,Acropora nasuta,2013,715.5994099,1
434,AN,Acropora nasuta,2014,840.8953468,0
435,AL,Acropora spathulata,2013,991.0394741,1
435,AL,Acropora spathulata,2014,788.878813,0
436,AN,Acropora nasuta,2013,464.4203738,1
436,AN,Acropora nasuta,2014,295.649848,0
437,AC,Acropora cytherea,2013,1838.975405,1
437,AC,Acropora cytherea,2014,2159.44413,0
438,AC,Acropora cytherea,2013,5479.196065,1
438,AC,Acropora cytherea,2014,4102.316962,0
439,AH,Acropora hyacinthus,2013,371.0349953,1
439,AH,Acropora hyacinthus,2014,699.7533972,0
440,AH,Acropora hyacinthus,2013,1061.456975,1
440,AH,Acropora hyacinthus,2014,1262.063023,0
441,AC,Acropora cytherea,2013,1002.427809,1
441,AC,Acropora cytherea,2014,530.9220262,0
442,AC,Acropora cytherea,2013,607.9329374,1
442,AC,Acropora cytherea,2014,1324.842672,0
443,AC,Acropora cytherea,2013,2917.812355,1
443,AC,Acropora cytherea,2014,2557.644731,0
444,AC,Acropora cytherea,2014,439.2321697,0
449,AD,Acropora cf. digitifera,2014,264.9398181,0
450,AN,Acropora nasuta,2014,856.9944312,0
451,AL,Acropora spathulata,2014,423.2905228,0
452,AS,Acropora humilis,2014,207.9686284,0
453,AH,Acropora hyacinthus,2014,1083.71635,0
454,GR,Goniastrea retiformis,2014,139.4880444,0
455,AD,Acropora cf. digitifera,2014,363.2066383,0
456,AD,Acropora cf. digitifera,2014,804.3222559,0
457,AL,Acropora spathulata,2014,253.2836949,0
458,AN,Acropora nasuta,2014,109.9703224,0
459,AR,Acropora robusta,2014,508.1007757,0
460,AH,Acropora hyacinthus,2014,2157.846965,0
461,AH,Acropora hyacinthus,2014,1118.815893,0
462,AL,Acropora spathulata,2014,602.4328466,1
462,AL,Acropora spathulata,2015,178.1744744,NA
463,AN,Acropora nasuta,2014,60.15681834,0
464,GP,Goniastrea pectinata,2014,38.66422463,0
465,AN,Acropora nasuta,2014,151.4915314,0
466,AN,Acropora nasuta,2014,68.73586473,0
467,AR,Acropora robusta,2014,89.6623787,0
468,AH,Acropora hyacinthus,2014,102.1084323,0
469,AR,Acropora robusta,2014,167.4630917,0
470,AC,Acropora cytherea,2014,91.01558296,0
471,AC,Acropora cytherea,2014,878.1410885,0
472,AC,Acropora cytherea,2014,5872.360234,0
473,GP,Goniastrea pectinata,2014,50.62708263,1
473,GP,Goniastrea pectinata,2015,96.89696544,NA
474,GP,Goniastrea pectinata,2014,54.39607093,0
476,AN,Acropora nasuta,2014,100.6428082,0
477,GP,Goniastrea pectinata,2014,128.706108,0
478,AN,Acropora nasuta,2014,273.9782895,0
479,AC,Acropora cytherea,2014,144.8555037,0
480,AH,Acropora hyacinthus,2014,82.83316523,0
481,AN,Acropora nasuta,2014,129.5060288,0
482,AN,Acropora nasuta,2014,272.6188013,0
483,AN,Acropora nasuta,2014,140.9271731,0
484,AR,Acropora robusta,2014,1925.283306,1
484,AR,Acropora robusta,2015,633.8526441,NA
485,AN,Acropora nasuta,2014,316.1259323,0
486,AR,Acropora robusta,2014,121.0215012,0
487,AH,Acropora hyacinthus,2014,4363.227574,0
