"","spp","samp","lam"
"795","Ahu",73,0.867958134938189
"796","Ahy",73,1.66638185032467
"797","Ain",73,1.14495241432992
"798","Ami",73,0.639957162144105
"799","Ana",73,0.739971753026427
"800","Aro",73,1.04559721019151
"801","Asp",73,1.17624555121
"802","Gpe",73,0.939241730726377
"803","Gre",73,0.953837115148756
"804","Acy",74,1.39870817010369
"805","Adi",74,0.905560188311265
"806","Ahu",74,0.874938009969326
"807","Ahy",74,1.79727129155609
"808","Ain",74,1.08232777048522
"809","Ami",74,0.61384664320477
"810","Ana",74,0.71723525669593
"811","Aro",74,1.12915056046049
"812","Asp",74,1.18762964100939
"813","Gpe",74,0.959903778850278
"814","Gre",74,1.01202656279613
"815","Acy",75,1.52707271731354
"816","Adi",75,0.910140150968321
"817","Ahu",75,0.904516639165147
"818","Ahy",75,1.73526780256646
"819","Ain",75,1.30383682596553
"820","Ami",75,0.643363889076968
"821","Ana",75,0.77239643830234
"822","Aro",75,1.04080142152487
"823","Asp",75,1.21465839390143
"824","Gpe",75,0.961392124518711
"825","Gre",75,1.02762917332971
"826","Acy",76,1.49183460755365
"827","Adi",76,0.934694545568245
"828","Ahu",76,0.923009448955476
"829","Ahy",76,1.71465861918052
"830","Ain",76,1.27126251728338
"831","Ami",76,0.677275258420692
"832","Ana",76,0.723666332073319
"833","Aro",76,1.07661481748399
"834","Asp",76,1.31600246961343
"835","Gpe",76,0.940301945014999
"836","Gre",76,1.08360457284673
"837","Acy",77,1.48877712007138
"838","Adi",77,0.943928671896394
"839","Ahu",77,0.867014039616917
"840","Ahy",77,1.79297291789197
"841","Ain",77,1.1776786149735
"842","Ami",77,0.656212704542302
"843","Ana",77,0.739989793383685
"844","Aro",77,0.909214944866617
"845","Asp",77,1.16975530776879
"846","Gpe",77,0.948559716029474
"847","Gre",77,1.03171910486019
"848","Acy",78,1.39165727697327
"849","Adi",78,0.937908401382034
"850","Ahu",78,0.886997665588381
"851","Ahy",78,1.78417199036488
"852","Ain",78,1.40116218621148
"853","Ami",78,0.696699879924351
"854","Ana",78,0.73911655902003
"855","Aro",78,1.05239161087132
"856","Asp",78,1.17051696330287
"857","Gpe",78,0.932599810491934
"858","Gre",78,0.996463336898839
"859","Acy",79,1.38235166262164
"860","Adi",79,0.962470621202849
"861","Ahu",79,0.869368730697193
"862","Ahy",79,1.7143447967885
"863","Ain",79,1.28430316577581
"864","Ami",79,0.694531514456876
"865","Ana",79,0.786290358562644
"866","Aro",79,1.01583291584504
"867","Asp",79,1.18210652975385
"868","Gpe",79,0.953481717561362
"869","Gre",79,1.00701751739741
"870","Acy",80,1.49282868040535
"871","Adi",80,0.974764289859459
"872","Ahu",80,0.894602431457305
"873","Ahy",80,1.73056605735382
"874","Ain",80,1.21028642160218
"875","Ami",80,0.651899861611732
"876","Ana",80,0.75130296125063
"877","Aro",80,1.10047697207791
"878","Asp",80,1.22819023961058
"879","Gpe",80,0.953882280568807
"880","Gre",80,1.02213493988366
"881","Acy",81,1.46061070401248
"882","Adi",81,0.946512341059892
"883","Ahu",81,0.908224152458244
"884","Ahy",81,1.75527713385192
"885","Ain",81,1.26226629500741
"886","Ami",81,0.6681095956278
"887","Ana",81,0.737751440698983
"888","Aro",81,1.07346475958866
"889","Asp",81,1.05159325750758
"890","Gpe",81,1.16403613736194
"891","Gre",81,1.03338601389609
"892","Acy",82,1.47321535453776
"893","Adi",82,0.960367951064082
"894","Ahu",82,0.872942998251087
"895","Ahy",82,1.85519315962074
"896","Ain",82,1.26084677265625
"897","Ami",82,0.679799480885588
"898","Ana",82,0.739768769763584
"899","Aro",82,1.07569641537607
"900","Asp",82,1.21764581798795
"901","Gpe",82,0.945694886601096
"902","Gre",82,1.03976180487107
"903","Acy",83,1.47465425494747
"904","Adi",83,0.971679750916995
"905","Ahu",83,0.876127561843571
"906","Ahy",83,1.77020794767698
"907","Ain",83,1.22629606072859
"908","Ami",83,0.6698918474615
"909","Ana",83,0.812551719765212
"910","Aro",83,1.0035352361948
"911","Asp",83,1.16689712500068
"912","Gpe",83,0.939222263144041
"913","Gre",83,0.998836986949192
"914","Acy",84,1.41331291596768
"915","Adi",84,0.957318136593785
"916","Ahu",84,0.874955417245272
"917","Ahy",84,1.80424166545029
"918","Ain",84,1.25594266752258
"919","Ami",84,0.645338706002606
"920","Ana",84,0.733772432456172
"921","Aro",84,1.07975984890474
"922","Asp",84,1.16973143904223
"923","Gpe",84,0.952329870276481
"924","Gre",84,1.02353413973792
"925","Acy",85,1.46320153463767
"926","Adi",85,0.919570637672471
"927","Ahu",85,0.884127685256788
"928","Ahy",85,1.71454264018763
"929","Ain",85,1.16079010739777
"930","Ami",85,0.674680315174835
"931","Ana",85,0.785895448271609
"932","Aro",85,1.10949292973326
"933","Asp",85,1.18529001813619
"934","Gpe",85,0.956159775278133
"935","Gre",85,1.00730964442253
"936","Acy",86,1.3766391763053
"937","Adi",86,0.980611742146297
"938","Ahu",86,0.872117695830686
"939","Ahy",86,1.6794179141017
"940","Ain",86,1.28293566703743
"941","Ami",86,0.662945149794667
"942","Ana",86,0.743000770704878
"943","Aro",86,1.17158262715002
"944","Asp",86,1.19856325816982
"945","Gpe",86,0.945205529768374
"946","Gre",86,1.00939910403367
"947","Acy",87,1.51274193683029
"948","Adi",87,0.955338041223662
"949","Ahu",87,0.8834461855656
"950","Ahy",87,1.64877545802672
"951","Ain",87,1.10545951750715
"952","Ami",87,0.671458735178314
"953","Ana",87,0.748590037300703
"954","Aro",87,1.11010479117147
"955","Asp",87,1.13330519659882
"956","Gpe",87,0.940895216474232
"957","Gre",87,1.0078594559583
"958","Acy",88,1.49898627532287
"959","Adi",88,0.923686409778133
"960","Ahu",88,0.883108174363115
"961","Ahy",88,1.79170003155672
"962","Ain",88,1.30652781454711
"963","Ami",88,0.645604745896104
"964","Ana",88,0.743214593432434
"965","Aro",88,1.0598016189472
"966","Asp",88,1.07858530178012
"967","Gpe",88,0.954982730067609
"968","Gre",88,1.01190424930363
"969","Acy",89,1.4850350856464
"970","Adi",89,1.08712970366627
"971","Ahu",89,0.898213676958704
"972","Ahy",89,1.82543022369826
"973","Ain",89,1.16910872872931
"974","Ami",89,0.640861580400346
"975","Ana",89,0.72442661987973
"976","Aro",89,1.06836722191469
"977","Asp",89,1.20508128337129
"978","Gpe",89,0.939669769323095
"979","Gre",89,1.01223589699855
"980","Acy",90,1.47150091403013
"981","Adi",90,0.915705491814863
"982","Ahu",90,0.861607461264105
"983","Ahy",90,1.70698887197605
"984","Ain",90,1.22459553958766
"985","Ami",90,0.691174847830519
"986","Ana",90,0.706183050631083
"987","Aro",90,1.13591854663145
"988","Asp",90,1.21898824990955
"989","Gpe",90,0.963496032894831
"990","Gre",90,1.01933244575393
"991","Acy",91,1.47237991849181
"992","Adi",91,1.02150671417353
"993","Ahu",91,0.857638597088316
"994","Ahy",91,1.76526148304134
"995","Ain",91,1.27362730039099
"996","Ami",91,0.673271115860493
"997","Ana",91,0.745825178626233
"998","Aro",91,1.10471699201752
"999","Asp",91,1.17245581090045
"1000","Gpe",91,0.955989775282566
"1001","Gre",91,1.00343720950004
"1002","Acy",92,1.48418298341818
"1003","Adi",92,0.954071575968859
"1004","Ahu",92,0.886803557940987
"1005","Ahy",92,1.78419167422645
"1006","Ain",92,1.1215445606743
"1007","Ami",92,0.62133893058671
"1008","Ana",92,0.768898966881101
"1009","Aro",92,1.05419276679647
"1010","Asp",92,1.20068634008325
"1011","Gpe",92,0.958848476481018
"1012","Gre",92,1.02913228782178
"1013","Acy",93,1.43130250856463
"1014","Adi",93,1.0018173182434
"1015","Ahu",93,0.891252626932713
"1016","Ahy",93,1.68475470248678
"1017","Ain",93,1.38126034994242
"1018","Ami",93,0.663359062785169
"1019","Ana",93,0.814500112550516
"1020","Aro",93,0.9302096810926
"1021","Asp",93,1.0753976249821
"1022","Gpe",93,0.97623651592108
"1023","Gre",93,1.02320251931685
"1024","Acy",94,1.5072850834095
"1025","Adi",94,0.935485504670844
"1026","Ahu",94,0.88035158460231
"1027","Ahy",94,1.6972521251024
"1028","Ain",94,1.27188399627031
"1029","Ami",94,0.686292742342589
"1030","Ana",94,0.760894280070021
"1031","Aro",94,1.06087504816941
"1032","Asp",94,1.06749103382529
"1033","Gpe",94,0.944390351865279
"1034","Gre",94,1.0238204949863
"1035","Acy",95,1.53565676318302
"1036","Adi",95,0.970435143156516
"1037","Ahu",95,0.897496179364648
"1038","Ahy",95,1.80504227500327
"1039","Ain",95,1.05710349359822
"1040","Ami",95,0.693307353902319
"1041","Ana",95,0.720697461114751
"1042","Aro",95,1.0659819699179
"1043","Asp",95,1.1614737992325
"1044","Gpe",95,0.94883539921409
"1045","Gre",95,1.01929783710614
"1046","Acy",96,1.47328269218338
"1047","Adi",96,0.97011483863731
"1048","Ahu",96,0.893220736506763
"1049","Ahy",96,1.71496308383532
"1050","Ain",96,1.17201367322311
"1051","Ami",96,0.70881783696565
"1052","Ana",96,0.75401658353769
"1053","Aro",96,0.942567532332775
"1054","Asp",96,1.21816740780915
"1055","Gpe",96,0.941177767768342
"1056","Gre",96,1.02352081718672
"1057","Acy",97,1.53278081419406
"1058","Adi",97,1.06348565490481
"1059","Ahu",97,0.886483646024042
"1060","Ahy",97,1.80803542044922
"1061","Ain",97,1.22545554520907
"1062","Ami",97,0.675922066057851
"1063","Ana",97,0.772343021721033
"1064","Aro",97,1.05285121464943
"1065","Asp",97,1.05093216298295
"1066","Gpe",97,0.927380165215192
"1067","Gre",97,1.03542897836286
"1068","Acy",98,1.48169818927353
"1069","Adi",98,0.945690450726126
"1070","Ahu",98,0.878592970740871
"1071","Ahy",98,1.74647265274018
"1072","Ain",98,1.24711871774543
"1073","Ami",98,0.65170128825411
"1074","Ana",98,0.746759110504981
"1075","Aro",98,1.1359091984487
"1076","Asp",98,1.19823061974706
"1077","Gpe",98,0.955564426988099
"1078","Gre",98,1.05123320051512
"1079","Acy",99,1.51674118129337
"1080","Adi",99,0.951732963054849
"1081","Ahu",99,0.892119668123147
"1082","Ahy",99,1.76080788252979
"1083","Ain",99,1.226858687863
"1084","Ami",99,0.653744246831245
"1085","Ana",99,0.774666913237443
"1086","Aro",99,1.08081575926051
"1087","Asp",99,1.20472301606474
"1088","Gpe",99,0.932679282760451
"1089","Gre",99,0.968186117866253
"1090","Acy",100,1.49928749251337
"1091","Adi",100,1.00132837485141
"1092","Ahu",100,0.86632190825615
"1093","Ahy",100,1.81875993052192
"1094","Ain",100,1.25808018394431
"1095","Ami",100,0.673385167198194
"1096","Ana",100,0.714028844458528
"1097","Aro",100,1.06301955514597
"1098","Asp",100,1.27117101181022
"1099","Gpe",100,0.925613641588114
"1100","Gre",100,1.00155896053414
